#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-29T20:44:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5de1812c99bd 
#INFO -out.max=unlimited 
#INFO queryParameters=14 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5de1812c99bd&-out.max=unlimited&-out.form=ascii table&-order=I&-oc.form=sexa&-out.src=V/50/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=HR&-out=GLON&-out=GLAT&-out=Vmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/50/catalog
#-source=V/50/catalog
#-out=HR
#-out=GLON
#-out=GLAT
#-out=Vmag
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#---Details of Columns:
    HR         (I4)    [1/9110]+ Harvard Revised Number = Bright Star Number [ucd=meta.id;meta.main]
    GLON (deg) (F6.2)  ?Galactic longitude (1) [ucd=pos.galactic.lon]
    GLAT (deg) (F6.2)  ?Galactic latitude (1) [ucd=pos.galactic.lat]
    Vmag (mag) (F5.2)  ?Visual magnitude (1) [ucd=phot.mag;em.opt.V]
---- ------ ------ -----
7168  11.31 -12.94  6.36
7169 359.76 -17.73  6.69
7170 359.76 -17.74  6.40
7171  51.45   7.34  6.50
7172  45.94   4.50  5.23
7173  42.85   2.88  6.75
7174  68.51  15.21  5.89
7175  87.87  22.02  5.66
7176  47.30   5.04  4.02
7177 355.04 -19.60  6.23
7178  63.32  12.81  3.24
7179  70.88  16.00  6.22
7180 102.15  25.36  4.82
7181  57.41   9.94  5.27
7182  13.53 -12.26  6.24
7183  54.32   8.41  6.29
7184  88.33  22.04  6.46
7185  69.51  15.36  6.41
7186  20.35  -9.10  6.32
7187  95.68  23.95  5.63
7188 354.91 -19.83  4.75
7190 345.82 -22.64  5.93
7191  92.68  23.18  6.45
7192  62.91  12.38  4.93
7193  28.98  -4.89  4.02
7194   6.84 -15.35  2.60
7195  11.60 -13.32  5.65
7196  80.84  19.57  6.30
7197 358.75 -18.57  5.74
7198  51.26   6.63  6.39
7199 107.07  26.10  6.22
7200  52.67   7.25  6.69
7201  71.00  15.73  6.65
7202  57.62   9.65  5.69
7203  16.87 -11.12  6.05
7204  64.53  12.89  6.01
7205  17.00 -11.07  6.37
7206  56.49   9.05  6.72
7207  54.01   7.78  6.40
7208  41.63   1.40  6.30
7209  30.94  -4.23  5.42
7210  80.64  19.29  5.38
7211   5.88 -16.16  5.50
7212  64.44  12.65  6.39
7213 344.54 -23.35  5.16
7214  35.93  -1.86  5.83
7215  77.15  17.86  5.01
7216  51.77   6.41  6.09
7217  14.71 -12.51  3.77
7218  85.83  20.86  5.48
7219  37.35  -1.31  6.73
7220  29.33  -5.47  6.90
7221 327.17 -26.76  5.33
7222  53.30   6.95  6.52
7223 348.80 -22.36  5.97
7224 100.31  24.65  6.52
7225  30.88  -4.84  5.42
7226   0.16 -18.73  4.93
7227   0.16 -18.73  4.99
7228 303.91 -27.71  5.47
7229  82.47  19.59  6.31
7230  20.44 -10.16  5.97
7231  33.17  -3.78  6.53
7232 359.46 -19.08  6.16
7233 341.05 -24.51  6.49
7234   9.34 -15.37  3.32
7235  46.86   3.25  2.99
7236  30.26  -5.51  3.44
7237  62.98  11.26  5.56
7238  62.05  10.83  6.06
7239  20.04 -10.66  6.03
7240   8.46 -15.86  6.04
7241  17.75 -11.78  6.29
7242 356.86 -20.24  4.59
7243  41.95   0.45  6.09
7244  61.38  10.32  6.31
7245  35.30  -3.20  6.56
7246  12.32 -14.45  6.30
7247 108.50  26.02  6.54
7248  44.55   1.63  5.09
7249  17.35 -12.26  5.54
7250  56.30   7.67  5.77
7251  83.76  19.56  5.38
7252  80.32  18.34  6.43
7253  60.28   9.60  5.55
7254 359.54 -19.59  4.11
7255 357.62 -20.26  6.46
7256   1.28 -19.02  6.56
7257 355.55 -20.98  5.88
7258  72.15  14.98  6.49
7259 358.14 -20.17  4.11
7260  49.80   4.07  6.07
7261  63.91  11.11  5.23
7262  67.23  12.65  5.28
7263  54.15   6.24  6.23
7264  15.89 -13.29  2.89
7265  17.03 -12.80  6.13
7266  40.34  -1.12  5.22
7267  49.88   3.91  6.48
7268 358.54 -20.25  6.36
7269  34.65  -4.29  6.34
7270   7.95 -16.96  6.30
7271 346.77 -23.85  6.13
7272  65.99  11.69  6.74
7273   0.05 -19.99  6.57
7274 326.38 -27.43  6.27
7275  82.98  18.73  5.81
7276  15.55 -14.13  6.41
7277  11.59 -15.98  5.80
7278 329.22 -27.27  5.53
7279  28.23  -8.31  5.34
7280  59.04   7.79  6.36
7281 352.43 -22.76  5.92
7282  24.34 -10.35  5.51
7283  63.19   9.75  5.98
7284  71.62  13.70  6.18
7285  50.30   3.08  6.73
7286  54.50   5.23  5.93
7287  37.52  -3.90  5.15
7288  40.39  -2.42  6.49
7289 352.23 -23.13  5.40
7290  96.82  22.80  6.25
7291  13.46 -15.78  6.25
7292  12.42 -16.20  4.85
7293  80.67  17.27  6.75
7294  80.67  17.27  6.57
7295  87.56  19.81  5.12
7296   4.43 -19.45  6.25
7297 343.88 -25.32  6.38
7298  70.62  12.75  4.39
7299  53.56   4.11  6.00
7300  49.05   1.67  5.57
7301  54.50   4.53  5.64
7302  62.85   8.72  5.85
7303  40.10  -3.35  5.59
7304  18.61 -14.13  4.96
7305  60.14   7.23  6.54
7306  54.74   4.41  4.77
7307  48.69   1.19  5.63
7308  60.56   7.44  6.16
7309  88.52  19.81  4.99
7310  98.65  23.00  3.07
7311  81.09  16.87  6.27
7312 108.08  25.31  5.13
7313  37.76  -4.93  6.19
7314  69.90  11.86  4.36
7315  46.24  -0.49  5.28
7316   2.76 -20.69  5.59
7317  21.95 -13.00  6.06
7318  56.36   4.85  5.43
7319  37.00  -5.53  5.10
7320 327.36 -28.06  6.34
7321  36.37  -5.94  6.41
7322  78.24  15.44  6.00
7323   6.43 -19.62  6.58
7324  63.56   8.44  6.68
7325  44.61  -1.64  6.32
7326  53.44   3.05  6.58
7327  15.63 -16.16  5.58
7328  84.40  17.85  3.77
7329 342.90 -26.21  5.05
7330   3.33 -20.90  6.48
7331  47.14  -0.52  5.53
7332  46.42  -0.96  6.02
7333  31.39  -8.93  5.01
7334 356.15 -23.18  6.34
7335  65.80   9.30  6.60
7336  35.47  -6.89  5.49
7337 353.61 -23.93  4.01
7338  69.49  11.09  6.22
7339  18.74 -15.10  6.26
7340  20.06 -14.55  3.93
7341  80.82  16.19  6.31
7342  21.84 -13.77  4.61
7343 353.28 -24.11  4.29
7344  19.64 -14.77  5.87
7345  69.45  10.93  6.31
7346  67.57   9.82  6.31
7347  29.07 -10.57  6.31
7348 357.71 -23.09  3.97
7349  36.25  -6.99  5.83
7350 354.48 -24.03  6.17
7351  85.53  17.88  6.26
7352 104.73  24.21  4.45
7353  29.88 -10.38  6.32
7354  45.33  -2.36  6.35
7355  10.68 -19.04  6.04
7356  88.77  18.99  5.91
7357  49.78  -0.07  6.64
7358  59.78   5.32  5.18
7359  66.25   8.71  6.06
7360   9.30 -19.67  5.93
7361  95.51  21.33  6.52
7362  14.03 -17.95  5.03
7363  14.58 -17.79  5.43
7364  54.57   2.32  6.40
7365  88.95  18.89  6.43
7366  32.38  -9.69  6.52
7367  24.14 -13.70  5.69
7368  66.07   8.38  6.37
7369  51.70   0.63  6.25
7370 343.15 -26.90  5.69
7371  96.90  21.66  4.59
7372  62.90   6.63  4.97
7373  47.36  -1.86  5.16
7374  61.56   5.87  6.53
7375  16.77 -17.13  5.59
7376  69.04   9.74  6.36
7377  39.62  -6.13  3.36
7378  23.15 -14.37  5.72
7379  23.64 -14.21  6.70
7380   9.02 -20.21  5.67
7381  81.81  15.76  6.51
7382  75.39  12.82  5.84
7383 327.32 -28.72  5.96
7384  54.75   2.00  6.31
7385  54.35   1.75  5.16
7386  58.86   4.18  6.19
7387  37.26  -7.64  4.66
7388 341.97 -27.37  6.13
7389  48.49  -1.66  5.74
7390  54.69   1.74  5.63
7391  54.54   1.59  5.81
7392 355.03 -24.84  5.71
7393 342.35 -27.42  6.30
7394 121.94  27.51  6.38
7395  69.11   9.31  5.15
7396  49.73  -1.31  6.32
7397  39.79  -6.85  5.85
7398  12.00 -19.83  5.52
7399   6.91 -21.67  6.60
7400  38.99  -7.45  5.80
7401  89.43  18.45  6.60
7402  30.91 -11.62  6.61
7403  70.71   9.79  6.34
7404  37.50  -8.30  6.25
7405  58.99   3.40  4.44
7406  59.11   3.40  5.81
7407  50.21  -1.55  5.56
7408  84.02  16.01  5.75
7409  55.20   1.18  6.33
7410  17.66 -17.93  6.13
7411 344.56 -27.45  5.75
7412  39.98  -7.26  6.09
7413  93.93  20.02  6.38
7414  34.93 -10.00  5.03
7415  40.50  -7.09  6.05
7416 353.26 -25.97  5.61
7417  62.11   4.57  3.08
7418  62.12   4.57  5.11
7419  69.46   8.44  6.25
7420  83.61  15.45  3.79
7421  60.99   3.81  5.87
7422 358.92 -24.81  5.89
7423 111.52  25.30  6.05
7424 350.25 -26.89  4.90
7425 115.68  26.27  6.53
7426  67.97   7.44  4.74
7427  82.38  14.62  5.53
7428  87.51  16.87  6.37
7429  44.41  -6.01  4.45
7430  28.30 -14.44  5.12
7431  14.79 -20.30  5.65
7432  31.22 -13.17  6.34
7433  26.77 -15.26  6.27
7434 339.28 -28.86  6.18
7435 329.34 -29.51  6.39
7436  72.00   9.12  6.61
7437  55.35  -0.14  5.00
7438  40.60  -8.42  6.38
7439  20.57 -18.16  6.11
7440  14.68 -20.51  4.60
7441  63.87   4.50  5.38
7442  81.58  13.83  5.96
7443  21.23 -18.05  5.64
7444  75.38  10.62  5.35
7445  47.98  -4.65  6.68
7446  31.77 -13.29  4.95
7447  36.99 -10.66  4.36
7448  91.89  18.38  6.29
7449  50.84  -3.11  6.38
7450 102.62  22.41  6.07
7451  83.46  14.59  5.73
7452  57.99   0.91  6.32
7453  80.64  13.21  6.67
7454  25.05 -16.56  5.47
7455 330.29 -29.68  6.09
7456  48.18  -4.75  5.98
7457  70.58   7.89  6.05
7458  56.07  -0.29  7.14
7459 343.36 -28.71  6.26
7460  34.06 -12.42  5.46
7461 353.53 -27.06  6.25
7462 101.32  21.89  4.68
7463  52.77  -2.32  5.66
7464 359.88 -25.72  6.61
7465  82.65  13.93  6.52
7466  64.00   3.99  6.43
7467  71.97   8.37  6.50
7468  77.62  11.35  5.17
7469  82.66  13.85  4.48
7470  16.41 -20.64  6.34
7471  41.43  -8.94  6.35
7472  56.66  -0.41  6.48
7473  16.43 -20.70  5.97
7474  43.27  -8.07  5.17
7475  53.12  -2.71  6.38
7476  23.47 -18.07  6.20
7477  81.91  13.22  6.47
7478  64.95   3.97  4.69
7479  54.45  -2.14  4.37
7480  38.06 -11.24  5.67
7481  68.34   5.76  6.10
7482  56.64  -1.00  6.50
7483  76.16  10.03  5.40
7484  87.25  15.59  5.82
7485  59.48   0.56  6.64
7486  50.91  -4.41  6.01
7487  79.00  11.47  6.20
7488  54.10  -2.60  4.37
7489  23.82 -18.40  5.06
7490  58.45  -0.18  6.36
7491   2.12 -25.92  6.16
7492  76.50   9.95  6.16
7493  49.62  -5.44  6.34
7494 312.46 -29.21  6.39
7495  78.71  11.07  5.06
7496  24.55 -18.36  5.49
7497  49.34  -5.70  5.27
7498 322.60 -30.12  5.41
7499  74.10   8.40  6.23
7500  92.59  17.72  6.51
7501  64.60   2.92  6.49
7502  67.29   4.46  5.94
7503  83.34  13.21  5.96
7504  83.34  13.20  6.20
7505  65.81   3.52  6.05
7506  61.61   0.98  5.49
7507   8.25 -24.79  5.52
7508  62.82   1.61  6.28
7509  87.93  15.37  6.48
7510 341.27 -30.01  5.35
7511  50.88  -5.40  6.26
7512  68.92   5.11  6.05
7513 329.18 -30.50  6.45
7514  75.61   8.83  5.84
7515  20.65 -20.67  4.86
7516  36.61 -13.42  6.48
7517  71.76   6.60  4.89
7518  64.76   2.51  6.82
7519  46.01  -8.42  5.91
7520  69.22   5.10  6.57
7521 345.27 -29.79  6.25
7522  90.39  16.33  6.22
7523  74.77   8.15  6.34
7524 330.58 -30.65  6.05
7525  48.73  -7.08  2.72
7526  89.50  15.86  6.27
7527 335.85 -30.57  6.21
7528  78.71  10.24  2.87
7529  70.79   5.74  6.43
7530  69.87   5.17  6.09
7531 338.02 -30.55  5.42
7532  26.72 -18.63  6.11
7533  61.39   0.08  6.62
7534  68.81   4.44  4.99
7535  68.10   3.99  6.18
7536  55.77  -3.38  3.82
7537 351.37 -29.27  5.94
7538  11.75 -24.46  6.05
7540  61.74  -0.02  5.95
7541  29.53 -17.66  6.04
7542  49.07  -7.52  6.44
7543  72.99   6.57  5.77
7544  50.08  -7.01  5.72
7545 101.37  20.78  5.92
7546  56.48  -3.40  5.00
7547  81.40  11.19  6.12
7548 342.94 -30.54  5.74
7549 342.93 -30.55  6.50
7550  70.42   4.81  6.53
7551  68.81   3.85  6.44
7552   0.03 -28.05  5.33
7553  29.83 -18.00  5.39
7554  46.83  -9.28  6.51
7555  73.45   6.39  6.11
7556  64.61   1.13  6.38
7557  47.74  -8.91  0.77
7558 335.74 -31.09  6.24
7559  37.62 -14.40  6.13
7560  49.14  -8.19  5.11
7561  21.92 -21.67  5.92
7562  48.48  -8.64  6.25
7563 100.58  20.24  6.34
7564  68.54   3.28  4.23
7565  59.72  -2.07  4.95
7566  73.57   6.20  5.12
7567  75.22   7.13  5.69
7568  72.81   5.72  6.06
7569  50.33  -7.82  6.13
7570  40.93 -13.07  3.90
7571  26.38 -20.12  6.48
7572  49.23  -8.49  6.54
7573  61.88  -1.04  5.57
7574  56.48  -4.33  6.23
7575  37.27 -15.18  5.65
7576  86.23  13.14  5.03
7577  81.25  10.36  6.20
7578  17.18 -23.91  6.18
7579 326.39 -31.18  5.75
7580  44.10 -11.65  6.53
7581 357.97 -29.11  4.13
7582 102.43  20.83  3.83
7583  71.76   4.76  6.10
7584  32.28 -17.80  5.79
7585   7.66 -26.95  6.46
7586 339.54 -31.31  6.53
7587 338.40 -31.36  5.26
7588 326.85 -31.23  6.39
7589  80.99  10.09  5.62
7590 322.02 -30.90  3.96
7591  81.81  10.51  5.91
7592  61.27  -1.79  4.58
7593  32.66 -17.76  5.71
7594  32.65 -17.77  6.49
7595  47.81  -9.85  4.71
7596  40.55 -13.92  5.61
7597  14.86 -25.04  4.70
7598  46.70 -10.60  6.15
7599  34.15 -17.26  6.51
7600  81.77  10.32  6.29
7601  61.60  -1.87  5.52
7602  46.13 -11.09  3.71
7603 328.96 -31.52  5.76
7604  14.05 -25.56  4.52
7605   2.33 -28.74  6.55
7606  72.50   4.61  5.76
7607  66.70   1.05  6.57
7608  90.55  14.91  5.14
7609  55.17  -6.12  5.36
7610  50.66  -8.80  5.28
7611  92.58  15.87  6.06
7612 328.95 -31.67  5.31
7613  73.90   5.19  4.94
7614  26.02 -21.54  5.02
7615  71.02   3.36  3.89
7616  59.05  -4.08  6.48
7617  10.62 -27.01  6.28
7618  15.23 -25.67  4.83
7619  86.11  12.21  4.92
7620  72.06   3.89  6.02
7621 349.59 -31.19  6.17
7622  55.52  -6.40  5.53
7623   5.52 -28.47  4.37
7624   6.17 -28.34  5.30
7625 337.85 -31.96  5.13
7626  91.35  15.00  6.09
7627 356.85 -30.27  6.14
7628  75.65   5.93  5.45
7629   2.86 -29.15  5.95
7630 354.49 -30.68  5.81
7631   7.29 -28.18  5.66
7632  84.82  11.31  6.43
7633  91.93  15.21  4.96
7634  89.98  14.15  6.12
7635  57.97  -5.21  3.47
7636  42.11 -14.42  6.17
7637  31.60 -19.66  5.88
7638  77.36   6.79  6.43
7639 359.42 -30.04  6.29
7640  67.77   0.82  5.49
7641  61.11  -3.41  5.67
7642  73.84   4.54  6.32
7643  19.04 -25.02  6.01
7644 328.48 -31.98  6.07
7645  56.43  -6.49  5.37
7646  80.53   8.37  5.92
7647  73.07   3.76  5.19
7648  48.74 -11.25  5.91
7649  28.27 -21.69  5.71
7650  13.92 -26.93  4.58
7651  86.04  11.54  6.15
7652   2.77 -29.84  4.77
7653  65.30  -1.34  4.64
7654  96.42  17.09  5.96
7655  73.26   3.56  6.20
7656  62.87  -3.02  5.88
7657  63.02  -3.00  5.22
7658  19.39 -25.48  6.45
7659   9.34 -28.55  4.99
7660  84.49  10.28  5.05
7661  34.46 -19.52  6.72
7662  57.67  -6.63  5.96
7663 329.57 -32.36  6.45
7664  55.58  -7.97  5.67
7665 329.79 -32.40  3.56
7666 102.91  20.06  6.33
7667  40.83 -16.51  5.68
7668   8.38 -29.04  6.53
7669  48.01 -12.57  5.52
7670  67.41  -0.66  5.71
7671  30.60 -21.53  6.34
7672  56.56  -7.55  5.80
7673 345.55 -32.57  4.94
7674 343.02 -32.69  6.26
7675  29.59 -22.06  6.55
7676  97.77  17.38  5.27
7677  61.91  -4.49  6.45
7678  69.49   0.39  5.64
7679  59.18  -6.23  5.10
7680  55.36  -8.64  6.34
7681  37.92 -18.48  6.47
7682  97.64  17.21  6.57
7683  74.84   3.64  6.19
7684  83.12   8.88  6.16
7685 100.70  18.64  4.51
7686 108.94  22.48  6.20
7687  86.31  10.65  6.14
7688  62.48  -4.65  5.07
7689  72.86   2.10  5.36
7690  41.30 -17.29  5.99
7691 340.04 -33.20  6.37
7692  90.30  12.90  6.21
7693  50.35 -12.29  6.43
7694  32.48 -21.65  6.18
7695  97.08  16.64  6.26
7696  56.71  -8.58  6.42
7697  87.56  11.18  5.85
7698 310.00 -29.60  6.17
7699  71.69   1.03  6.11
7700  51.62 -11.78  6.31
7701  95.39  15.65  5.39
7702  85.08   9.54  6.54
7703   5.26 -30.91  5.32
7704 100.94  18.54  6.28
7705  60.55  -6.68  6.48
7706 357.57 -32.39  6.22
7707 332.97 -33.29  6.09
7708  73.91   2.04  4.93
7709  33.97 -21.71  6.49
7710  41.58 -18.08  3.23
7711  65.71  -3.57  5.52
7712  30.58 -23.39  6.34
7713  60.90  -6.79  6.22
7714 346.13 -33.60  5.65
7715  30.41 -23.59  5.85
7716  61.57  -6.45  6.26
7717  43.30 -17.56  6.27
7718  65.78  -3.85  5.49
7719  65.53  -4.07  5.92
7720  41.65 -18.60  5.47
7721  83.37   7.54  6.92
7722  15.62 -29.38  5.73
7723  63.85  -5.61  6.56
7724  56.24 -10.61  4.95
7725  12.38 -30.36  6.30
7726  86.60   9.47  6.01
7727  95.83  15.08  5.75
7728   5.09 -32.02  6.39
7729   6.54 -31.76  6.53
7730  82.71   6.87  4.83
7731  67.66  -3.27  5.18
7732 333.13 -33.82  6.27
7733  79.85   4.93  6.14
7734  74.23   1.14  6.45
7735  82.68   6.78  3.79
7736  74.45   1.17  4.97
7737  78.85   4.13  6.71
7738  31.12 -24.35  6.32
7739  65.19  -5.17  4.78
7740  91.08  12.06  4.30
7741  63.47  -6.36  5.15
7742  94.66  14.16  5.79
7743  71.99  -0.68  5.66
7744  67.11  -4.04  4.52
7745 351.87 -34.08  6.31
7746  61.96  -7.57  6.13
7747  31.09 -24.70  4.24
7748  21.50 -28.31  5.87
7749 352.03 -34.13  6.13
7750 110.38  22.50  4.39
7751  83.67   7.05  3.98
7752  76.36   2.08  6.27
7753  64.61  -5.97  5.32
7754  31.10 -24.81  3.57
7755  85.82   8.38  6.31
7756  81.93   5.80  5.91
7757  74.87   0.99  6.48
7758 342.99 -34.54  6.27
7759  77.67   2.76  5.24
7760  68.43  -3.62  6.22
7761  24.48 -27.66  5.28
7762  79.69   3.99  6.29
7763  75.83   1.32  4.81
7764  13.60 -31.11  6.30
7765   6.22 -32.75  6.46
7766 349.13 -34.67  6.27
7767  78.10   2.78  5.84
7768  42.40 -20.06  6.06
7769  75.05   0.63  5.58
7770  73.40  -0.54  5.17
7771  55.22 -12.74  6.21
7772  37.47 -22.67  6.63
7773  31.17 -25.48  4.76
7774  55.57 -12.67  5.95
7775  29.12 -26.32  6.10
7776  29.15 -26.37  3.08
7777  82.82   5.80  6.45
7778  56.50 -12.19  6.13
7779 358.75 -34.13  5.59
7780  59.26 -10.44  5.80
7781  90.45  10.84  5.76
7782  75.31   0.48  6.57
7783 100.45  16.92  5.93
7784  77.23   1.69  6.23
7785 312.42 -30.69  5.77
7786  83.35   5.93  6.50
7787 358.34 -34.44  5.64
7788  34.55 -24.70  6.30
7789  65.09  -7.09  5.54
7790 340.91 -35.19  1.94
7791  89.08   9.60  6.18
7792  96.48  14.36  5.72
7793  56.82 -12.71  6.17
7794  48.75 -17.63  5.31
7795  78.85   2.39  6.39
7796  78.15   1.87  2.20
7797  70.81  -3.33  6.09
7798  82.70   5.04  5.58
7799   0.35 -34.58  6.09
7800  78.84   2.22  5.93
7801  14.55 -32.01  5.85
7802  80.46   3.32  6.20
7803  45.03 -20.09  6.15
7804 102.43  17.72  5.55
7805  98.10  15.11  5.69
7806  71.72  -3.02  4.43
7807  76.04   0.04  5.90
7808   4.46 -34.26  6.25
7809  41.54 -22.19  6.11
7810  53.30 -15.71  6.33
7811  63.02  -9.48  5.66
7812 311.99 -30.75  5.91
7813  61.77 -10.41  6.41
7814  26.22 -29.08  5.25
7815  89.38   9.08  6.51
7816  59.66 -11.91  6.22
7817   6.69 -34.31  6.10
7818  94.55  12.38  6.44
7819  28.97 -28.46  6.41
7820  52.19 -17.07  6.25
7821  41.36 -23.05  6.13
7822  26.80 -29.27  4.78
7823  73.86  -2.34  6.39
7824  47.24 -19.95  6.21
7825  21.90 -31.01  6.16
7826  77.26  -0.02  5.62
7827  92.13  10.59  6.36
7828  86.14   6.40  5.69
7829  26.07 -29.78  6.74
7830  26.08 -29.78  5.94
7831  41.97 -23.10  4.91
7832  14.42 -33.29  6.39
7833  62.41 -10.94  6.55
7834  70.91  -5.04  4.01
7835  75.85  -1.47  5.88
7836  54.66 -16.21  6.08
7837  29.94 -28.71  6.12
7838 325.19 -34.32  6.11
7839  63.06 -10.95  6.18
7840  55.10 -16.21  7.11
7841  83.60   3.99  6.41
7842  19.33 -32.54  6.36
7843  91.89   9.92  5.91
7844  86.07   5.74  4.95
7845  35.45 -26.86  5.65
7846 356.00 -36.45  5.11
7847  76.44  -1.45  6.19
7848 336.04 -36.09  4.76
7849  67.51  -8.15  6.34
7850  97.76  13.80  4.22
7851  86.41   5.73  5.44
7852  55.42 -16.59  4.03
7853   3.94 -35.94  6.44
7854  88.94   7.53  6.18
7855  31.68 -28.88  6.13
7856  13.08 -34.44  6.40
7857  54.42 -17.41  6.56
7858  57.02 -15.80  5.38
7859 334.83 -36.18  4.88
7860  92.67  10.06  6.14
7861  81.69   1.96  6.60
7862  63.81 -11.35  6.48
7863 317.51 -32.78  6.00
7864 318.45 -33.05  6.55
7865  28.86 -30.27  6.19
7866  75.43  -2.93  4.61
7867  80.66   0.98  6.49
7868 106.17  18.88  6.27
7869 352.57 -37.21  3.11
7870  84.62   3.89  5.78
7871  58.63 -15.16  4.68
7872 333.09 -36.20  6.22
7873  43.21 -24.49  4.89
7874  68.13  -8.87  6.41
7875 335.98 -36.63  5.12
7876  88.89   6.83  6.11
7877  19.54 -33.67  6.36
7878  45.81 -23.32  6.22
7879 108.43  20.04  5.20
7880  68.73  -8.70  5.59
7881 328.39 -35.58  5.15
7882  58.88 -15.65  3.63
7883  56.13 -17.50  5.43
7884  44.81 -24.14  4.32
7885  72.92  -5.73  6.32
7886  62.05 -13.63  6.25
7887  72.89  -5.76  6.49
7888  78.31  -1.64  6.20
7889  30.94 -30.50  5.22
7890  43.67 -24.97  6.22
7891  64.59 -12.05  4.82
7892  57.95 -16.61  5.72
7893   9.85 -36.23  5.47
7894  67.00 -10.35  5.04
7895  66.65 -10.61  5.91
7896  55.18 -18.47  5.05
7897  46.47 -23.58  5.16
7898  21.25 -33.77  6.37
7899  60.16 -15.25  5.97
7900  27.57 -31.87  5.10
7901 114.41  23.36  5.46
7902  17.97 -34.70  6.51
7903  65.20 -11.82  6.08
7904  72.12  -6.72  5.68
7905  29.82 -31.23  5.80
7906  60.30 -15.32  3.77
7907  56.31 -17.99  6.42
7908 114.11  23.16  5.96
7909  12.13 -36.07  5.76
7910  18.79 -34.69  6.28
7911  80.35  -0.61  6.06
7912  84.37   2.52  6.58
7913 328.96 -36.01  3.42
7914  63.85 -13.22  6.45
7915   2.37 -37.67  6.29
7916  92.63   8.80  6.48
7917  71.90  -7.32  6.08
7918  59.40 -16.40  5.99
7919  82.69   1.08  5.95
7920 346.69 -38.16  4.51
7921  73.96  -5.88  5.51
7922  79.34  -1.74  6.51
7923  62.00 -14.85  6.22
7924  84.28   2.00  1.25
7925  96.41  11.33  6.01
7926  81.53  -0.26  5.67
7927  76.64  -4.18  6.66
7928  60.14 -16.55  4.43
7929  88.37   4.99  5.39
7930 116.56  24.35  6.19
7931  17.60 -35.85  6.50
7932  76.87  -4.26  6.47
7933   2.91 -38.29  5.50
7934 325.77 -35.70  5.41
7935   6.79 -37.90  6.49
7936  20.01 -35.50  4.14
7937  24.38 -34.37  5.93
7938  96.66  11.16  6.15
7939  68.82 -10.81  4.91
7940  93.88   9.00  6.32
7941  62.98 -15.20  6.38
7942  73.30  -7.63  4.22
7943 356.83 -39.02  5.11
7944  93.47   8.50  5.78
7945 101.72  14.68  5.58
7946  44.66 -26.72  6.27
7947  61.49 -16.57  5.14
7948  61.50 -16.58  4.27
7949  75.94  -5.71  2.46
7950  37.68 -30.10  3.77
7951  42.24 -28.09  4.42
7952 353.95 -39.24  4.89
7953  52.78 -22.50  5.58
7954  50.29 -23.93  6.40
7955  94.43   9.06  4.51
7956  76.39  -5.62  4.92
7957  97.86  11.64  3.43
7958  85.83   2.06  6.30
7959 333.32 -37.62  6.28
7960 333.32 -37.62  6.59
7961  19.65 -36.34  5.86
7962  90.87   6.12  6.33
7963  78.08  -4.34  4.53
7964  28.63 -33.89  6.21
7965   9.88 -38.26  4.90
7966  85.16   1.37  6.40
7967 104.41  16.37  6.41
7968 346.98 -39.34  5.05
7969  86.97   2.72  5.57
7970  12.08 -38.12  6.36
7971   4.68 -39.06  5.52
7972  90.55   5.58  6.27
7973  58.86 -19.23  5.98
7974  54.75 -21.90  6.33
7975  52.67 -23.20  6.21
7976  34.83 -32.07  5.88
7977  85.75   1.49  4.84
7978  90.24   5.17  6.29
7979  10.73 -38.57  6.04
7980  18.46 -37.18  4.11
7981  63.70 -16.21  6.52
7982  42.13 -29.18  5.99
7983  86.28   1.71  6.33
7984  84.29   0.03  5.04
7985  42.35 -29.28  5.55
7986 338.16 -38.85  3.65
7987   2.30 -39.76  5.35
7988  72.13 -10.15  5.77
7989  22.33 -36.58  6.33
7990  38.84 -30.98  4.73
7991  13.89 -38.40  6.35
7992 348.07 -39.89  6.24
7993  99.94  12.61  6.45
7994  36.15 -32.20  6.38
7995  71.31 -10.98  4.59
7996  75.83  -7.36  6.44
7997  17.39 -37.93  6.41
7998  41.19 -30.33  6.44
7999  73.47  -9.56  6.34
8000  29.33 -35.06  5.78
8001  84.90  -0.19  4.78
8002 115.73  23.46  5.75
8003  85.52   0.31  5.45
8004  83.41  -1.49  6.66
8005  76.54  -7.29  5.47
8006  46.88 -27.92  6.55
8007  72.75 -10.48  6.56
8008  72.41 -10.80  5.01
8009  82.21  -2.72  6.70
